Games	Wins	Winning percent
3264	1414	0.433211
3265	1415	0.433384
3266	1415	0.433252
3267	1416	0.433425
3268	1416	0.433293
3269	1416	0.43316
3270	1417	0.433333
3271	1417	0.433201
3272	1418	0.433374
3273	1419	0.433547
3274	1419	0.433415
3275	1419	0.433282
3276	1419	0.43315
3277	1419	0.433018
3278	1420	0.433191
3279	1421	0.433364
3280	1421	0.433232
3281	1421	0.4331
3282	1422	0.433272
3283	1423	0.433445
3284	1423	0.433313
3285	1424	0.433486
3286	1425	0.433658
3287	1426	0.43383
3288	1426	0.433698
3289	1427	0.43387
3290	1428	0.434043
3291	1428	0.433911
3292	1428	0.433779
3293	1429	0.433951
3294	1429	0.433819
3295	1430	0.433991
3296	1430	0.433859
3297	1430	0.433728
3298	1430	0.433596
3299	1430	0.433465
3300	1430	0.433333
3301	1431	0.433505
3302	1432	0.433677
3303	1432	0.433545
3304	1433	0.433717
3305	1433	0.433585
3306	1433	0.433454
3307	1433	0.433323
3308	1433	0.433192
3309	1434	0.433364
3310	1434	0.433233
3311	1434	0.433102
3312	1434	0.432971
3313	1434	0.43284
3314	1434	0.43271
3315	1434	0.432579
3316	1435	0.43275
3317	1436	0.432921
3318	1437	0.433092
3319	1437	0.432962
3320	1437	0.432831
3321	1437	0.432701
3322	1437	0.432571
3323	1437	0.432441
3324	1437	0.43231
3325	1437	0.43218
3326	1437	0.43205
3327	1438	0.432221
3328	1439	0.432392
3329	1439	0.432262
3330	1440	0.432432
3331	1440	0.432303
3332	1440	0.432173
3333	1440	0.432043
3334	1440	0.431914
3335	1441	0.432084
3336	1442	0.432254
3337	1442	0.432125
3338	1442	0.431995
3339	1443	0.432165
3340	1443	0.432036
3341	1443	0.431907
3342	1444	0.432077
3343	1445	0.432246
3344	1446	0.432416
3345	1446	0.432287
3346	1447	0.432457
3347	1447	0.432327
3348	1448	0.432497
3349	1448	0.432368
3350	1449	0.432537
3351	1450	0.432707
3352	1450	0.432578
3353	1450	0.432449
3354	1451	0.432618
3355	1451	0.432489
3356	1451	0.43236
3357	1451	0.432231
3358	1452	0.4324
3359	1452	0.432272
3360	1453	0.43244
3361	1454	0.432609
3362	1454	0.432481
3363	1454	0.432352
3364	1455	0.432521
3365	1455	0.432392
3366	1455	0.432264
3367	1456	0.432432
3368	1456	0.432304
3369	1457	0.432473
3370	1458	0.432641
3371	1458	0.432513
3372	1458	0.432384
3373	1459	0.432553
3374	1459	0.432424
3375	1459	0.432296
3376	1460	0.432464
3377	1461	0.432633
3378	1462	0.4328
3379	1463	0.432968
3380	1464	0.433136
3381	1464	0.433008
3382	1464	0.43288
3383	1464	0.432752
3384	1465	0.43292
3385	1465	0.432792
3386	1465	0.432664
3387	1465	0.432536
3388	1465	0.432409
3389	1465	0.432281
3390	1465	0.432153
3391	1466	0.432321
3392	1466	0.432193
3393	1466	0.432066
3394	1466	0.431939
3395	1466	0.431811
3396	1466	0.431684
3397	1466	0.431557
3398	1467	0.431725
3399	1467	0.431598
3400	1467	0.431471
3401	1467	0.431344
3402	1467	0.431217
3403	1467	0.43109
3404	1467	0.430964
3405	1468	0.431131
3406	1468	0.431004
3407	1469	0.431171
3408	1469	0.431045
3409	1469	0.430918
3410	1469	0.430792
3411	1469	0.430665
3412	1469	0.430539
3413	1470	0.430706
3414	1471	0.430873
3415	1471	0.430747
3416	1471	0.430621
3417	1471	0.430495
3418	1471	0.430369
3419	1471	0.430243
3420	1472	0.430409
3421	1472	0.430284
3422	1472	0.430158
3423	1472	0.430032
3424	1472	0.429907
3425	1473	0.430073
3426	1474	0.430239
3427	1475	0.430406
3428	1476	0.430572
3429	1476	0.430446
3430	1477	0.430612
3431	1478	0.430778
3432	1478	0.430653
3433	1479	0.430819
3434	1480	0.430984
3435	1481	0.43115
3436	1481	0.431024
3437	1481	0.430899
3438	1482	0.431065
3439	1482	0.430939
3440	1483	0.431105
3441	1483	0.430979
3442	1484	0.431145
3443	1484	0.431019
3444	1484	0.430894
3445	1484	0.430769
3446	1485	0.430934
3447	1485	0.430809
3448	1486	0.430974
3449	1486	0.43085
3450	1487	0.431014
3451	1488	0.431179
3452	1489	0.431344
3453	1489	0.431219
3454	1490	0.431384
3455	1490	0.431259
3456	1491	0.431424
3457	1491	0.431299
3458	1491	0.431174
3459	1491	0.431049
3460	1492	0.431214
3461	1492	0.431089
3462	1492	0.430965
3463	1493	0.431129
3464	1494	0.431293
3465	1495	0.431457
3466	1495	0.431333
3467	1495	0.431209
3468	1495	0.431084
3469	1495	0.43096
3470	1496	0.431124
3471	1496	0.431
3472	1497	0.431164
3473	1497	0.431039
3474	1498	0.431203
3475	1498	0.431079
3476	1498	0.430955
3477	1498	0.430831
3478	1498	0.430707
3479	1498	0.430584
3480	1499	0.430747
3481	1499	0.430623
3482	1500	0.430787
3483	1501	0.43095
3484	1501	0.430827
3485	1501	0.430703
3486	1502	0.430866
3487	1502	0.430743
3488	1502	0.430619
3489	1502	0.430496
3490	1503	0.430659
3491	1503	0.430536
3492	1503	0.430412
3493	1504	0.430575
3494	1504	0.430452
3495	1504	0.430329
3496	1505	0.430492
3497	1506	0.430655
3498	1506	0.430532
3499	1506	0.430409
3500	1506	0.430286
3501	1506	0.430163
3502	1506	0.43004
3503	1507	0.430203
3504	1507	0.43008
3505	1508	0.430243
3506	1508	0.43012
3507	1508	0.429997
3508	1508	0.429875
3509	1509	0.430037
3510	1510	0.430199
3511	1510	0.430077
3512	1511	0.430239
3513	1511	0.430117
3514	1511	0.429994
3515	1511	0.429872
3516	1512	0.430034
3517	1513	0.430196
3518	1513	0.430074
3519	1513	0.429952
3520	1514	0.430114
3521	1514	0.429991
3522	1514	0.429869
3523	1514	0.429747
3524	1515	0.429909
3525	1515	0.429787
3526	1516	0.429949
3527	1516	0.429827
3528	1516	0.429705
3529	1517	0.429867
3530	1518	0.430028
3531	1518	0.429907
3532	1518	0.429785
3533	1518	0.429663
3534	1518	0.429542
3535	1519	0.429703
3536	1519	0.429581
3537	1519	0.42946
3538	1520	0.429621
3539	1520	0.4295
3540	1520	0.429379
3541	1521	0.42954
3542	1521	0.429418
3543	1521	0.429297
3544	1522	0.429458
3545	1522	0.429337
3546	1522	0.429216
3547	1523	0.429377
3548	1524	0.429538
3549	1524	0.429417
3550	1525	0.429577
3551	1526	0.429738
3552	1527	0.429899
3553	1527	0.429778
3554	1527	0.429657
3555	1528	0.429817
3556	1528	0.429696
3557	1528	0.429575
3558	1528	0.429455
3559	1528	0.429334
3560	1528	0.429213
3561	1529	0.429374
3562	1529	0.429253
3563	1530	0.429413
3564	1530	0.429293
3565	1530	0.429173
3566	1531	0.429333
3567	1532	0.429493
3568	1533	0.429652
3569	1533	0.429532
3570	1534	0.429692
3571	1535	0.429852
3572	1535	0.429731
3573	1535	0.429611
3574	1535	0.429491
3575	1536	0.42965
3576	1536	0.42953
3577	1536	0.42941
3578	1536	0.42929
3579	1536	0.42917
3580	1537	0.42933
3581	1538	0.429489
3582	1539	0.429648
3583	1539	0.429528
3584	1540	0.429688
3585	1540	0.429568
3586	1540	0.429448
3587	1541	0.429607
3588	1542	0.429766
3589	1542	0.429646
3590	1542	0.429526
3591	1542	0.429407
3592	1542	0.429287
3593	1543	0.429446
3594	1543	0.429327
3595	1544	0.429485
3596	1545	0.429644
3597	1545	0.429525
3598	1546	0.429683
3599	1546	0.429564
3600	1547	0.429722
3601	1548	0.429881
3602	1548	0.429761
3603	1548	0.429642
3604	1548	0.429523
3605	1549	0.429681
3606	1549	0.429562
3607	1549	0.429443
3608	1549	0.429324
3609	1549	0.429205
3610	1549	0.429086
3611	1549	0.428967
3612	1549	0.428848
3613	1549	0.42873
3614	1549	0.428611
3615	1549	0.428492
3616	1550	0.42865
3617	1550	0.428532
3618	1550	0.428413
3619	1550	0.428295
3620	1551	0.428453
3621	1551	0.428335
3622	1552	0.428493
3623	1552	0.428374
3624	1553	0.428532
3625	1554	0.42869
3626	1555	0.428847
3627	1556	0.429005
3628	1557	0.429162
3629	1558	0.429319
3630	1558	0.429201
3631	1559	0.429358
3632	1560	0.429515
3633	1560	0.429397
3634	1561	0.429554
3635	1562	0.429711
3636	1563	0.429868
3637	1564	0.430025
3638	1564	0.429907
3639	1565	0.430063
3640	1565	0.429945
3641	1566	0.430102
3642	1567	0.430258
3643	1567	0.43014
3644	1567	0.430022
3645	1567	0.429904
3646	1567	0.429786
3647	1568	0.429942
3648	1569	0.430099
3649	1569	0.429981
3650	1569	0.429863
3651	1570	0.430019
3652	1571	0.430175
3653	1571	0.430057
3654	1571	0.42994
3655	1572	0.430096
3656	1572	0.429978
3657	1572	0.429861
3658	1572	0.429743
3659	1572	0.429626
3660	1572	0.429508
3661	1572	0.429391
3662	1572	0.429274
3663	1573	0.429429
3664	1573	0.429312
3665	1574	0.429468
3666	1575	0.429624
3667	1576	0.429779
3668	1577	0.429935
3669	1577	0.429817
3670	1578	0.429973
3671	1578	0.429856
3672	1578	0.429739
3673	1579	0.429894
3674	1579	0.429777
3675	1580	0.429932
3676	1581	0.430087
3677	1582	0.430242
3678	1582	0.430125
3679	1582	0.430008
3680	1583	0.430163
3681	1584	0.430318
3682	1584	0.430201
3683	1585	0.430356
3684	1586	0.43051
3685	1587	0.430665
3686	1588	0.430819
3687	1588	0.430702
3688	1588	0.430586
3689	1588	0.430469
3690	1589	0.430623
3691	1590	0.430778
3692	1590	0.430661
3693	1591	0.430815
3694	1592	0.430969
3695	1592	0.430853
3696	1593	0.431006
3697	1593	0.43089
3698	1593	0.430773
3699	1593	0.430657
3700	1593	0.430541
3701	1593	0.430424
3702	1594	0.430578
3703	1595	0.430732
3704	1595	0.430616
3705	1596	0.430769
3706	1596	0.430653
3707	1597	0.430807
3708	1597	0.43069
3709	1597	0.430574
3710	1598	0.430728
3711	1598	0.430612
3712	1599	0.430765
3713	1600	0.430918
3714	1601	0.431072
3715	1602	0.431225
3716	1602	0.431109
3717	1603	0.431262
3718	1603	0.431146
3719	1604	0.431299
3720	1604	0.431183
3721	1604	0.431067
3722	1605	0.43122
3723	1605	0.431104
3724	1606	0.431257
3725	1607	0.431409
3726	1607	0.431294
3727	1607	0.431178
3728	1607	0.431062
3729	1607	0.430947
3730	1607	0.430831
3731	1607	0.430716
3732	1607	0.4306
3733	1607	0.430485
3734	1608	0.430637
3735	1609	0.43079
3736	1609	0.430675
3737	1610	0.430827
3738	1610	0.430712
3739	1610	0.430596
3740	1610	0.430481
3741	1611	0.430634
3742	1611	0.430518
3743	1612	0.430671
3744	1612	0.430556
3745	1612	0.430441
3746	1612	0.430326
3747	1612	0.430211
3748	1613	0.430363
3749	1613	0.430248
3750	1613	0.430133
3751	1614	0.430285
3752	1614	0.430171
3753	1615	0.430322
3754	1615	0.430208
3755	1616	0.43036
3756	1616	0.430245
3757	1617	0.430397
3758	1618	0.430548
3759	1618	0.430434
3760	1618	0.430319
3761	1619	0.430471
3762	1619	0.430356
3763	1620	0.430508
3764	1620	0.430393
3765	1621	0.430544
3766	1621	0.43043
3767	1622	0.430581
3768	1623	0.430732
3769	1624	0.430884
3770	1625	0.431034
3771	1625	0.43092
3772	1625	0.430806
3773	1625	0.430692
3774	1625	0.430578
3775	1625	0.430464
3776	1625	0.43035
3777	1625	0.430236
3778	1625	0.430122
3779	1626	0.430273
3780	1627	0.430423
3781	1627	0.430309
3782	1627	0.430196
3783	1628	0.430346
3784	1628	0.430233
3785	1628	0.430119
3786	1628	0.430005
3787	1628	0.429892
3788	1629	0.430042
3789	1630	0.430193
3790	1631	0.430343
3791	1631	0.430229
3792	1631	0.430116
3793	1632	0.430266
3794	1632	0.430153
3795	1633	0.430303
3796	1633	0.43019
3797	1634	0.43034
3798	1635	0.43049
3799	1635	0.430376
3800	1635	0.430263
3801	1635	0.43015
3802	1635	0.430037
3803	1636	0.430187
3804	1636	0.430074
3805	1636	0.429961
3806	1636	0.429848
3807	1636	0.429735
3808	1636	0.429622
3809	1636	0.429509
3810	1636	0.429396
3811	1636	0.429284
3812	1637	0.429433
3813	1637	0.429321
3814	1638	0.42947
3815	1639	0.42962
3816	1639	0.429507
3817	1640	0.429657
3818	1640	0.429544
3819	1641	0.429694
3820	1642	0.429843
3821	1642	0.42973
3822	1643	0.42988
3823	1643	0.429767
3824	1644	0.429916
3825	1644	0.429804
3826	1644	0.429692
3827	1644	0.429579
3828	1645	0.429728
3829	1646	0.429877
3830	1647	0.430026
3831	1647	0.429914
3832	1647	0.429802
3833	1648	0.42995
3834	1648	0.429838
3835	1649	0.429987
3836	1649	0.429875
3837	1650	0.430023
3838	1650	0.429911
3839	1651	0.43006
3840	1651	0.429948
3841	1651	0.429836
3842	1651	0.429724
3843	1652	0.429872
3844	1653	0.430021
3845	1653	0.429909
3846	1653	0.429797
3847	1654	0.429945
3848	1654	0.429834
3849	1655	0.429982
3850	1655	0.42987
3851	1656	0.430018
3852	1657	0.430166
3853	1658	0.430314
3854	1658	0.430202
3855	1659	0.43035
3856	1659	0.430239
3857	1660	0.430386
3858	1661	0.430534
3859	1662	0.430682
3860	1662	0.43057
3861	1662	0.430458
3862	1663	0.430606
3863	1664	0.430753
3864	1665	0.430901
3865	1665	0.430789
3866	1665	0.430678
3867	1665	0.430566
3868	1665	0.430455
3869	1666	0.430602
3870	1666	0.430491
3871	1666	0.43038
3872	1666	0.430269
3873	1666	0.430158
3874	1666	0.430046
3875	1666	0.429935
3876	1666	0.429825
3877	1666	0.429714
3878	1667	0.429861
3879	1667	0.42975
3880	1668	0.429897
3881	1668	0.429786
3882	1668	0.429675
3883	1669	0.429822
3884	1670	0.429969
3885	1671	0.430116
3886	1671	0.430005
3887	1671	0.429895
3888	1672	0.430041
3889	1672	0.429931
3890	1672	0.42982
3891	1672	0.42971
3892	1673	0.429856
3893	1674	0.430003
3894	1674	0.429892
3895	1675	0.430039
3896	1675	0.429928
3897	1676	0.430074
3898	1676	0.429964
3899	1676	0.429854
3900	1677	0.43
3901	1677	0.42989
3902	1678	0.430036
3903	1679	0.430182
3904	1679	0.430072
3905	1679	0.429962
3906	1679	0.429852
3907	1680	0.429997
3908	1680	0.429887
3909	1681	0.430033
3910	1681	0.429923
3911	1681	0.429813
3912	1682	0.429959
3913	1683	0.430105
3914	1684	0.43025
3915	1685	0.430396
3916	1685	0.430286
3917	1685	0.430176
3918	1685	0.430066
3919	1685	0.429957
3920	1686	0.430102
3921	1687	0.430247
3922	1687	0.430138
3923	1687	0.430028
3924	1687	0.429918
3925	1687	0.429809
3926	1688	0.429954
3927	1689	0.430099
3928	1689	0.42999
3929	1690	0.430135
3930	1691	0.43028
3931	1691	0.43017
3932	1691	0.430061
3933	1691	0.429952
3934	1692	0.430097
3935	1692	0.429987
3936	1693	0.430132
3937	1694	0.430277
3938	1695	0.430422
3939	1695	0.430312
3940	1695	0.430203
3941	1695	0.430094
3942	1695	0.429985
3943	1696	0.430129
3944	1697	0.430274
3945	1698	0.430418
3946	1698	0.430309
3947	1699	0.430454
3948	1699	0.430344
3949	1699	0.430236
3950	1699	0.430127
3951	1699	0.430018
3952	1700	0.430162
3953	1700	0.430053
3954	1701	0.430197
3955	1701	0.430088
3956	1701	0.42998
3957	1702	0.430124
3958	1702	0.430015
3959	1702	0.429907
3960	1702	0.429798
3961	1703	0.429942
3962	1703	0.429833
3963	1703	0.429725
3964	1703	0.429617
3965	1703	0.429508
3966	1703	0.4294
3967	1704	0.429544
3968	1705	0.429688
3969	1705	0.429579
3970	1706	0.429723
3971	1707	0.429867
3972	1707	0.429758
3973	1708	0.429902
3974	1709	0.430045
3975	1709	0.429937
3976	1709	0.429829
3977	1709	0.429721
3978	1709	0.429613
3979	1709	0.429505
3980	1709	0.429397
3981	1710	0.42954
3982	1710	0.429432
3983	1710	0.429325
3984	1711	0.429468
3985	1711	0.42936
3986	1712	0.429503
3987	1713	0.429646
3988	1713	0.429539
3989	1714	0.429682
3990	1714	0.429574
3991	1715	0.429717
3992	1716	0.42986
3993	1716	0.429752
3994	1716	0.429644
3995	1716	0.429537
3996	1716	0.429429
3997	1716	0.429322
3998	1717	0.429465
3999	1717	0.429357
4000	1718	0.4295
4001	1719	0.429643
4002	1719	0.429535
4003	1719	0.429428
4004	1720	0.42957
4005	1720	0.429463
4006	1721	0.429606
4007	1721	0.429498
4008	1721	0.429391
4009	1722	0.429534
4010	1722	0.429426
4011	1723	0.429569
4012	1724	0.429711
4013	1724	0.429604
4014	1725	0.429746
4015	1725	0.429639
4016	1725	0.429532
4017	1725	0.429425
4018	1725	0.429318
4019	1725	0.429211
4020	1725	0.429104
4021	1726	0.429246
4022	1727	0.429388
4023	1727	0.429282
4024	1727	0.429175
4025	1727	0.429068
4026	1727	0.428962
4027	1728	0.429104
4028	1728	0.428997
4029	1728	0.428891
4030	1729	0.429032
4031	1730	0.429174
4032	1731	0.429315
4033	1731	0.429209
4034	1732	0.429351
4035	1732	0.429244
4036	1733	0.429386
4037	1734	0.429527
4038	1734	0.429421
4039	1735	0.429562
4040	1735	0.429455
4041	1735	0.429349
4042	1736	0.42949
4043	1737	0.429631
4044	1737	0.429525
4045	1738	0.429666
4046	1738	0.42956
4047	1739	0.429701
4048	1739	0.429595
4049	1739	0.429489
4050	1740	0.42963
4051	1740	0.429524
4052	1740	0.429418
4053	1740	0.429312
4054	1740	0.429206
4055	1741	0.429346
4056	1742	0.429487
4057	1743	0.429628
4058	1743	0.429522
4059	1743	0.429416
4060	1743	0.42931
4061	1743	0.429205
4062	1743	0.429099
4063	1744	0.429239
4064	1745	0.42938
4065	1745	0.429274
4066	1745	0.429169
4067	1745	0.429063
4068	1746	0.429204
4069	1747	0.429344
4070	1748	0.429484
4071	1749	0.429624
4072	1750	0.429764
4073	1750	0.429659
4074	1751	0.429799
4075	1751	0.429693
4076	1752	0.429833
4077	1752	0.429728
4078	1752	0.429622
4079	1752	0.429517
4080	1752	0.429412
4081	1752	0.429307
4082	1752	0.429201
4083	1752	0.429096
4084	1752	0.428991
4085	1752	0.428886
4086	1752	0.428781
4087	1753	0.428921
4088	1753	0.428816
4089	1753	0.428711
4090	1754	0.428851
4091	1754	0.428746
4092	1754	0.428641
4093	1755	0.428781
4094	1756	0.42892
4095	1756	0.428816
4096	1757	0.428955
4097	1757	0.42885
4098	1758	0.42899
4099	1758	0.428885
4100	1758	0.42878
4101	1759	0.42892
4102	1759	0.428815
4103	1759	0.428711
4104	1760	0.42885
4105	1760	0.428745
4106	1761	0.428885
4107	1761	0.42878
4108	1761	0.428676
4109	1761	0.428571
4110	1761	0.428467
4111	1761	0.428363
4112	1762	0.428502
4113	1762	0.428398
4114	1763	0.428537
4115	1763	0.428433
4116	1764	0.428571
4117	1765	0.42871
4118	1765	0.428606
4119	1766	0.428745
4120	1766	0.428641
4121	1766	0.428537
4122	1766	0.428433
4123	1766	0.428329
4124	1766	0.428225
4125	1767	0.428364
4126	1767	0.42826
4127	1767	0.428156
4128	1768	0.428295
4129	1768	0.428191
4130	1768	0.428087
4131	1769	0.428226
4132	1769	0.428122
4133	1769	0.428018
4134	1769	0.427915
4135	1769	0.427811
4136	1769	0.427708
4137	1769	0.427605
4138	1770	0.427743
4139	1771	0.427881
4140	1772	0.428019
4141	1772	0.427916
4142	1772	0.427813
4143	1772	0.427709
4144	1772	0.427606
4145	1772	0.427503
4146	1773	0.427641
4147	1773	0.427538
4148	1773	0.427435
4149	1774	0.427573
4150	1775	0.427711
4151	1776	0.427849
4152	1777	0.427987
4153	1777	0.427883
4154	1777	0.42778
4155	1777	0.427677
4156	1778	0.427815
4157	1778	0.427712
4158	1778	0.427609
4159	1778	0.427507
4160	1778	0.427404
4161	1778	0.427301
4162	1779	0.427439
4163	1779	0.427336
4164	1780	0.427474
4165	1780	0.427371
4166	1781	0.427508
4167	1781	0.427406
4168	1781	0.427303
4169	1782	0.427441
4170	1782	0.427338
4171	1782	0.427236
4172	1783	0.427373
4173	1783	0.427271
4174	1783	0.427168
4175	1783	0.427066
4176	1784	0.427203
4177	1785	0.42734
4178	1786	0.427477
4179	1786	0.427375
4180	1786	0.427273
4181	1787	0.42741
4182	1788	0.427547
4183	1789	0.427683
4184	1790	0.42782
4185	1791	0.427957
4186	1791	0.427855
4187	1791	0.427753
4188	1792	0.427889
4189	1792	0.427787
4190	1793	0.427924
4191	1793	0.427822
4192	1794	0.427958
4193	1794	0.427856
4194	1794	0.427754
4195	1794	0.427652
4196	1795	0.427788
4197	1795	0.427686
4198	1796	0.427823
4199	1797	0.427959
4200	1797	0.427857
4201	1798	0.427993
4202	1799	0.428129
4203	1799	0.428028
4204	1799	0.427926
4205	1799	0.427824
4206	1799	0.427722
4207	1799	0.427621
4208	1799	0.427519
4209	1799	0.427417
4210	1799	0.427316
4211	1799	0.427214
4212	1800	0.42735
4213	1800	0.427249
4214	1800	0.427148
4215	1800	0.427046
4216	1800	0.426945
4217	1800	0.426844
4218	1801	0.42698
4219	1801	0.426878
4220	1801	0.426777
4221	1801	0.426676
4222	1802	0.426812
4223	1803	0.426948
4224	1803	0.426847
4225	1804	0.426982
4226	1805	0.427118
4227	1805	0.427017
4228	1806	0.427152
4229	1807	0.427288
4230	1807	0.427187
4231	1807	0.427086
4232	1807	0.426985
4233	1808	0.42712
4234	1809	0.427256
4235	1810	0.427391
4236	1810	0.42729
4237	1811	0.427425
4238	1812	0.42756
4239	1812	0.427459
4240	1813	0.427594
4241	1813	0.427494
4242	1814	0.427628
4243	1815	0.427763
4244	1816	0.427898
4245	1816	0.427797
4246	1817	0.427932
4247	1817	0.427831
4248	1817	0.427731
4249	1818	0.427865
4250	1819	0.428
4251	1819	0.427899
4252	1819	0.427799
4253	1819	0.427698
4254	1819	0.427598
4255	1820	0.427732
4256	1821	0.427867
4257	1821	0.427766
4258	1821	0.427666
4259	1821	0.427565
4260	1822	0.4277
4261	1822	0.427599
4262	1822	0.427499
4263	1822	0.427399
4264	1822	0.427298
4265	1823	0.427433
4266	1823	0.427332
4267	1824	0.427467
4268	1824	0.427366
4269	1824	0.427266
4270	1824	0.427166
4271	1824	0.427066
4272	1825	0.4272
4273	1826	0.427334
4274	1827	0.427468
4275	1827	0.427368
4276	1827	0.427268
4277	1828	0.427402
4278	1829	0.427536
4279	1830	0.42767
4280	1831	0.427804
4281	1832	0.427937
4282	1833	0.428071
4283	1833	0.427971
4284	1834	0.428105
4285	1834	0.428005
4286	1834	0.427905
4287	1835	0.428038
4288	1836	0.428172
4289	1837	0.428305
4290	1837	0.428205
4291	1838	0.428338
4292	1838	0.428239
4293	1838	0.428139
4294	1838	0.428039
4295	1838	0.427939
4296	1839	0.428073
4297	1840	0.428206
4298	1841	0.428339
4299	1841	0.428239
4300	1841	0.42814
4301	1841	0.42804
4302	1841	0.42794
4303	1841	0.427841
4304	1841	0.427742
4305	1841	0.427642
4306	1842	0.427775
4307	1843	0.427908
4308	1844	0.428041
4309	1844	0.427942
4310	1845	0.428074
4311	1846	0.428207
4312	1847	0.42834
4313	1847	0.42824
4314	1847	0.428141
4315	1848	0.428273
4316	1848	0.428174
4317	1848	0.428075
4318	1848	0.427976
4319	1848	0.427877
4320	1849	0.428009
4321	1849	0.42791
4322	1850	0.428043
4323	1850	0.427944
4324	1850	0.427845
4325	1851	0.427977
4326	1851	0.427878
4327	1852	0.42801
4328	1852	0.427911
4329	1853	0.428043
4330	1854	0.428176
4331	1854	0.428077
4332	1854	0.427978
4333	1855	0.42811
4334	1855	0.428011
4335	1855	0.427912
4336	1856	0.428044
4337	1856	0.427946
4338	1857	0.428077
4339	1858	0.428209
4340	1859	0.428341
4341	1859	0.428242
4342	1860	0.428374
4343	1861	0.428506
4344	1861	0.428407
4345	1861	0.428308
4346	1861	0.42821
4347	1861	0.428111
4348	1861	0.428013
4349	1861	0.427914
4350	1861	0.427816
4351	1862	0.427948
4352	1863	0.428079
4353	1863	0.427981
4354	1864	0.428112
4355	1864	0.428014
4356	1864	0.427916
4357	1864	0.427817
4358	1865	0.427949
4359	1866	0.42808
4360	1867	0.428211
4361	1867	0.428113
4362	1867	0.428015
4363	1868	0.428146
4364	1868	0.428048
4365	1869	0.428179
4366	1869	0.428081
4367	1869	0.427983
4368	1869	0.427885
4369	1870	0.428016
4370	1870	0.427918
4371	1871	0.428048
4372	1872	0.428179
4373	1872	0.428081
4374	1872	0.427984
4375	1872	0.427886
4376	1873	0.428016
4377	1874	0.428147
4378	1874	0.428049
4379	1875	0.42818
4380	1876	0.428311
4381	1877	0.428441
4382	1878	0.428571
4383	1878	0.428474
4384	1878	0.428376
4385	1878	0.428278
4386	1879	0.428409
4387	1880	0.428539
4388	1880	0.428441
4389	1880	0.428344
4390	1880	0.428246
4391	1880	0.428148
4392	1880	0.428051
4393	1880	0.427954
4394	1880	0.427856
4395	1880	0.427759
4396	1880	0.427662
4397	1881	0.427792
4398	1881	0.427694
4399	1881	0.427597
4400	1882	0.427727
4401	1883	0.427857
4402	1883	0.42776
4403	1883	0.427663
4404	1883	0.427566
4405	1883	0.427469
4406	1883	0.427372
4407	1884	0.427502
4408	1884	0.427405
4409	1884	0.427308
4410	1885	0.427438
4411	1885	0.427341
4412	1886	0.427471
4413	1887	0.4276
4414	1887	0.427503
4415	1888	0.427633
4416	1889	0.427763
4417	1889	0.427666
4418	1889	0.427569
4419	1890	0.427699
4420	1891	0.427828
4421	1891	0.427731
4422	1892	0.427861
4423	1893	0.42799
4424	1893	0.427893
4425	1893	0.427797
4426	1893	0.4277
4427	1894	0.427829
4428	1894	0.427733
4429	1894	0.427636
4430	1894	0.427539
4431	1894	0.427443
4432	1895	0.427572
4433	1896	0.427701
4434	1897	0.42783
4435	1898	0.427959
4436	1898	0.427863
4437	1898	0.427767
4438	1898	0.42767
4439	1899	0.427799
4440	1900	0.427928
4441	1900	0.427832
4442	1901	0.42796
4443	1901	0.427864
4444	1901	0.427768
4445	1901	0.427672
4446	1901	0.427575
4447	1901	0.427479
4448	1901	0.427383
4449	1902	0.427512
4450	1902	0.427416
4451	1902	0.42732
4452	1903	0.427448
4453	1904	0.427577
4454	1904	0.427481
4455	1904	0.427385
4456	1904	0.427289
4457	1905	0.427418
4458	1906	0.427546
4459	1907	0.427674
4460	1907	0.427578
4461	1907	0.427483
4462	1907	0.427387
4463	1907	0.427291
4464	1907	0.427195
4465	1908	0.427324
4466	1908	0.427228
4467	1908	0.427132
4468	1909	0.427261
4469	1910	0.427389
4470	1911	0.427517
4471	1911	0.427421
4472	1912	0.427549
4473	1913	0.427677
4474	1914	0.427805
4475	1914	0.427709
4476	1914	0.427614
4477	1915	0.427742
4478	1916	0.42787
4479	1917	0.427997
4480	1917	0.427902
4481	1917	0.427806
4482	1917	0.427711
4483	1918	0.427839
4484	1918	0.427743
4485	1919	0.427871
4486	1919	0.427775
4487	1920	0.427903
4488	1921	0.42803
4489	1921	0.427935
4490	1921	0.42784
4491	1922	0.427967
4492	1923	0.428094
4493	1924	0.428222
4494	1924	0.428126
4495	1925	0.428254
4496	1925	0.428158
4497	1925	0.428063
4498	1925	0.427968
4499	1925	0.427873
4500	1925	0.427778
4501	1925	0.427683
4502	1926	0.42781
4503	1927	0.427937
4504	1927	0.427842
4505	1928	0.427969
4506	1928	0.427874
4507	1929	0.428001
4508	1930	0.428128
4509	1930	0.428033
4510	1930	0.427938
4511	1930	0.427843
4512	1930	0.427748
4513	1930	0.427653
4514	1931	0.42778
4515	1931	0.427685
4516	1931	0.427591
4517	1931	0.427496
4518	1931	0.427402
4519	1932	0.427528
4520	1932	0.427434
4521	1932	0.427339
4522	1933	0.427466
4523	1934	0.427592
4524	1935	0.427719
4525	1935	0.427624
4526	1936	0.427751
4527	1936	0.427656
4528	1936	0.427562
4529	1937	0.427688
4530	1938	0.427815
4531	1938	0.42772
4532	1938	0.427626
4533	1938	0.427531
4534	1938	0.427437
